Date,Open,High,Low,Close,Adj Close,Volume
2008-12-04,130539,130539,122450,128088,126664.6484,241001
2008-12-05,126862,131765,125024,131765,130300.7969,152726
2008-12-08,131765,140345,129926,138507,136967.8594,309727
2008-12-09,139732,140345,132991,134829,133330.75,206851
2008-12-10,135442,144635,131152,144635,143027.7813,281924
2008-12-11,146474,146474,140345,142797,141210.2031,235810
2008-12-12,140958,140958,131152,133604,132119.3438,162295
2008-12-15,140345,142797,139119,140958,139391.625,218136
2008-12-16,139732,154441,136668,153215,151512.4375,467760
2008-12-17,159957,164247,152602,158731,156967.1406,400724
2008-12-18,159957,159957,153828,153828,152118.6094,136616
2008-12-19,153828,166085,152602,164247,162421.8438,310261
2008-12-22,166085,166698,155667,156892,155148.5781,260839
2008-12-23,155667,158731,151377,156279,154542.4219,125684
2008-12-24,155054,156279,149538,152602,150906.2344,139937
2008-12-25,null,null,null,null,null,null
2008-12-26,152602,154441,147699,147699,146057.7188,118210
2008-12-29,148312,156892,145248,155054,153330.9844,141350
2008-12-30,156279,161795,155054,159344,157573.3125,191807
2008-12-31,null,null,null,null,null,null
2009-01-02,161795,161795,153828,156279,154542.4219,115982
2009-01-05,161182,161795,154441,155054,153330.9844,102286
2009-01-06,156279,158731,148312,149538,147876.3125,355615
2009-01-07,151989,159957,151377,159957,158179.5156,314638
2009-01-08,156892,166698,155667,159344,157573.3125,372671
2009-01-09,161795,161795,154441,159344,157573.3125,194859
2009-01-12,157505,159344,152602,153828,152118.6094,129074
2009-01-13,153215,158118,151989,157505,155754.75,218315
2009-01-14,158731,161795,156892,161182,159390.9219,168229
2009-01-15,155667,163021,153828,154441,152724.8281,226124
2009-01-16,156892,161182,156892,159344,157573.3125,140476
2009-01-19,161182,163021,158731,158731,156967.1406,102988
2009-01-20,158731,159344,155054,158118,156360.9531,57585
2009-01-21,153828,157505,152602,155054,153330.9844,148796
2009-01-22,160570,160570,153828,155054,153330.9844,72919
2009-01-23,153828,155054,148925,148925,147270.1094,128377
2009-01-28,151989,155054,150151,155054,153330.9844,122742
2009-01-29,158118,168537,155667,167924,166057.9688,409874
2009-01-30,165472,171601,163634,170988,169087.9531,221055
2009-02-02,171601,177117,170988,177117,175148.8125,236543
2009-02-03,177730,177730,169150,170375,168481.7344,256538
2009-02-04,171601,172827,165472,169150,167270.375,261258
2009-02-05,171601,174665,158731,159344,157573.3125,379151
2009-02-06,161795,163021,150764,154441,152724.8281,828983
2009-02-09,156892,157505,150151,152602,150906.2344,456415
2009-02-10,155054,157505,152602,157505,155754.75,354724
2009-02-11,153215,161795,150764,160570,158785.6875,286740
2009-02-12,161182,163021,156279,161182,159390.9219,440052
2009-02-13,161795,163021,158118,162408,160603.2656,184363
2009-02-16,161182,167311,159344,166698,164845.6094,305089
2009-02-17,167311,167311,158118,160570,158785.6875,249683
2009-02-18,159344,162408,156279,156892,155148.5781,202795
2009-02-19,158118,166698,154441,161795,159997.0938,187955
2009-02-20,161795,168537,158731,164247,162421.8438,410183
2009-02-23,167924,175278,166698,173440,171512.6875,354637
2009-02-24,170375,177117,166698,167311,165451.7969,306200
2009-02-25,173440,173440,165472,167311,165451.7969,220322
2009-02-26,168537,174052,166698,169762,167875.5625,160087
2009-02-27,172827,173440,163021,163021,161209.4688,369984
2009-03-02,166085,166085,155054,156279,154542.4219,274240
2009-03-03,150151,164247,148925,162408,160603.2656,193389
2009-03-04,162408,166698,160570,163021,161209.4688,178182
2009-03-05,166085,175278,163021,170375,168481.7344,361150
2009-03-06,166698,169150,162408,164860,163028.0156,335872
2009-03-09,167311,174665,166698,174052,172117.875,326044
2009-03-10,174052,180794,172214,175891,173936.4688,462942
2009-03-11,180794,186310,177730,186310,184239.6719,592721
2009-03-12,186923,191213,175891,183245,181208.75,1131563
2009-03-13,180181,181407,172827,175278,173330.2656,521119
2009-03-16,172214,175891,169150,172214,170300.3125,348545
2009-03-17,174052,176504,169150,176504,174542.6406,407001
2009-03-18,179568,185084,176504,182020,179997.3281,342763
2009-03-19,183858,187535,180181,182020,179997.3281,244578
2009-03-20,185084,190600,182020,185084,183027.2813,287243
2009-03-23,186310,189374,186310,188148,186057.2656,24098
2009-03-24,196115,201018,189374,200405,198178.0625,223210
2009-03-25,197341,202857,194890,196728,194541.9063,224344
2009-03-26,196115,205921,194890,205308,203026.5625,202010
2009-03-27,205921,209598,202244,207147,204845.125,179171
2009-03-30,207147,207760,192438,193051,190905.7656,175759
2009-03-31,192438,195503,185084,185084,183027.2813,382984
2009-04-01,186310,189987,185084,187535,185451.0625,353894
2009-04-02,191825,193664,188761,193664,191511.9531,389854
2009-04-03,194277,197954,187535,191825,189693.375,341334
2009-04-06,192438,197954,190600,191825,189693.375,332421
2009-04-07,193051,197954,192438,197341,195148.0938,324027
2009-04-08,196728,199793,194890,196728,194541.9063,284883
2009-04-09,198567,205308,196115,203470,201208.9688,366686
2009-04-10,205921,207760,203470,205308,203026.5625,199361
2009-04-13,206534,217566,204083,210211,207875.0781,283201
2009-04-14,213276,216340,208986,213888,211511.2188,241012
2009-04-15,208986,209598,199180,202244,199996.6094,278803
2009-04-16,204083,206534,196728,199793,197572.8438,324022
2009-04-17,197341,200405,188148,188761,186663.4375,361295
2009-04-20,193051,203470,189374,202857,200602.8125,258652
2009-04-21,201018,201018,191213,194890,192724.3281,363592
2009-04-22,194890,197341,190600,195503,193330.5156,233945
2009-04-23,198567,198567,190600,191213,189088.1719,201265
2009-04-24,193664,199180,191825,196115,193935.7188,284508
2009-04-27,191825,193664,186923,187535,185451.0625,309931
2009-04-28,191825,191825,184471,186923,184845.8594,234351
2009-04-29,186923,192438,185084,192438,190299.5781,161586
2009-04-30,191213,192438,187535,190600,188482,432050
2009-05-04,190600,196115,189374,196115,193935.7188,381913
2009-05-06,193051,197341,192438,194277,192118.1406,371232
2009-05-07,195503,199793,191825,192438,190299.5781,325399
2009-05-08,195503,197954,191825,195503,193330.5156,302842
2009-05-11,199180,207147,197954,206534,204238.9219,554196
2009-05-12,205921,218178,204695,212663,210299.8281,613209
2009-05-13,215114,226758,215114,226758,224238.2031,500342
2009-05-14,221856,225533,216953,220630,218178.2969,291114
2009-05-15,226146,226146,218178,220630,218178.2969,149625
2009-05-18,216340,224307,211437,220630,218178.2969,189404
2009-05-19,221856,229210,219404,229210,226662.9531,167704
2009-05-20,231048,242080,229823,241467,238783.7656,342468
2009-05-21,237177,242693,233500,240854,238177.5625,159111
2009-05-22,235339,248209,234113,237790,235147.6094,185813
2009-05-25,234113,239629,212663,235951,233329.0469,190425
2009-05-26,238403,238403,227371,229210,226662.9531,147691
2009-05-27,230436,232274,214501,220017,217572.1094,345729
2009-05-28,220017,230436,218178,230436,227875.3281,159755
2009-05-29,229210,243919,221856,243919,241208.5,216162
2009-06-01,242693,250660,237177,245144,242419.875,258982
2009-06-02,243306,245144,230436,235951,233329.0469,262016
2009-06-03,235951,235951,224920,226146,223632.9844,207798
2009-06-04,226146,226758,216953,220630,218178.2969,172439
2009-06-05,221243,222468,214501,222468,219995.875,401851
2009-06-08,220630,224307,216340,220630,218178.2969,141386
2009-06-09,221856,226146,213276,215114,212723.5938,254908
2009-06-10,214501,223081,213276,221856,219390.6719,169082
2009-06-11,221243,232274,218178,230436,227875.3281,267854
2009-06-12,227984,229210,222468,224920,222420.625,157059
2009-06-15,223081,226146,216953,222468,219995.875,150896
2009-06-16,219404,229823,216953,227984,225450.5781,150617
2009-06-17,226146,227371,221856,224307,221814.4219,134697
2009-06-18,224920,224920,212050,212663,210299.8281,260735
2009-06-19,215114,216340,211437,214501,212117.4063,149547
2009-06-22,214501,221243,214501,216953,214542.125,136077
2009-06-23,210824,212050,204083,209598,207268.8906,180144
2009-06-24,209598,211437,204695,204695,202420.375,112628
2009-06-25,208373,216953,206534,212663,210299.8281,168183
2009-06-26,213276,215114,210824,213888,211511.2188,177194
2009-06-29,214501,218791,211437,213888,211511.2188,172523
2009-06-30,215114,220017,214501,216340,213935.9844,307196
2009-07-01,214501,223694,214501,221243,218784.4844,211730
2009-07-02,226758,231048,223694,223694,221208.2344,239065
2009-07-03,223081,234113,221856,234113,231511.4688,257463
2009-07-06,232887,234726,229210,232274,229692.9063,122535
2009-07-07,229210,234726,227371,228597,226056.7656,109619
2009-07-08,226758,230436,223081,227371,224844.4063,84026
2009-07-09,224920,228597,220630,221243,218784.4844,235861
2009-07-10,222468,223694,213888,221243,218784.4844,147396
2009-07-13,223081,223694,212050,217566,215148.3438,109010
2009-07-14,217566,221243,212663,212663,210299.8281,128240
2009-07-15,217566,221856,215727,220017,217572.1094,129286
2009-07-16,223081,223081,214501,216340,213935.9844,89237
2009-07-17,217566,223081,217566,219404,216965.9375,100768
2009-07-20,221856,233500,221243,232274,229692.9063,201892
2009-07-21,234113,237790,231661,233500,230905.2813,174427
2009-07-22,233500,235951,229210,234113,231511.4688,137836
2009-07-23,235339,235339,226146,231661,229086.7031,196009
2009-07-24,232274,234113,227371,228597,226056.7656,124707
2009-07-27,232274,239016,229210,238403,235753.7969,231844
2009-07-28,241467,241467,229210,231048,228480.5313,219427
2009-07-29,229210,231048,224307,226146,223632.9844,149956
2009-07-30,226758,227984,218178,219404,216965.9375,214816
2009-07-31,221243,221856,215727,218791,216359.7188,335355
2009-08-03,220630,224307,218791,223081,220602.0625,280008
2009-08-04,223081,226146,218791,224920,222420.625,245519
2009-08-05,224307,225533,218791,220630,218178.2969,205622
2009-08-06,218178,220017,212663,215114,212723.5938,382567
2009-08-07,212050,215114,205921,205921,203632.75,619491
2009-08-10,206534,207760,201018,201018,198784.2188,576516
2009-08-11,201631,212050,201631,210211,207875.0781,418588
2009-08-12,210211,210211,205308,206534,204238.9219,184016
2009-08-13,208373,210824,203470,203470,201208.9688,316536
2009-08-14,206534,210211,202857,208986,206663.6875,362670
2009-08-17,208373,208986,198567,198567,196360.4531,276463
2009-08-18,198567,207760,198567,203470,201208.9688,363209
2009-08-19,205921,210211,204083,208986,206663.6875,318279
2009-08-20,208373,208373,199180,201631,199390.4219,388138
2009-08-21,202244,204695,193664,203470,201208.9688,555514
2009-08-24,207147,210824,203470,204695,202420.375,279104
2009-08-25,202857,210824,202857,208986,206663.6875,352490
2009-08-26,210824,212050,207760,210824,208481.2656,272925
2009-08-27,214501,217566,213276,214501,212117.4063,388346
2009-08-28,217566,218178,212050,213276,210906.0156,204282
2009-08-31,212050,214501,207760,208373,206057.5156,176069
2009-09-01,207147,209598,203470,207760,205451.3125,342116
2009-09-02,204695,205921,201018,202244,199996.6094,293984
2009-09-03,203470,207760,201018,203470,201208.9688,210385
2009-09-04,205921,207147,201631,202244,199996.6094,226352
2009-09-07,202244,204083,198567,198567,196360.4531,185669
2009-09-08,200405,202857,196115,197954,195754.2656,233189
2009-09-09,201018,202857,196728,202857,200602.8125,267175
2009-09-10,204083,206534,201631,206534,204238.9219,298663
2009-09-11,205921,205921,202244,204083,201815.1563,177208
2009-09-14,205921,207760,202857,205921,203632.75,189831
2009-09-15,204695,206534,198567,199180,196966.6563,361293
2009-09-16,199180,202857,199180,202244,199996.6094,403468
2009-09-17,204083,204695,197954,200405,198178.0625,459396
2009-09-18,201631,211437,199793,208373,206057.5156,771726
2009-09-21,211437,215727,208373,214501,212117.4063,327708
2009-09-22,216953,220017,215114,215727,213329.7813,403679
2009-09-23,213276,220630,209598,211437,209087.4375,503761
2009-09-24,213276,215727,206534,207147,204845.125,204091
2009-09-25,209598,210824,203470,208373,206057.5156,278181
2009-09-28,206534,212663,205308,208373,206057.5156,274608
2009-09-29,211437,212050,205921,208373,206057.5156,181859
2009-09-30,208986,214501,207147,212663,210299.8281,370202
2009-10-01,214501,215727,209598,212663,210299.8281,230918
2009-10-05,211437,212663,206534,208373,206057.5156,252290
2009-10-06,208373,210211,195503,196115,193935.7188,552712
2009-10-07,197954,208373,197954,205921,203632.75,472518
2009-10-08,207147,207147,197954,201018,198784.2188,311005
2009-10-09,201631,202857,198567,201631,199390.4219,214368
2009-10-12,202857,207147,200405,206534,204238.9219,151550
2009-10-13,202244,205921,196728,199180,196966.6563,339624
2009-10-14,199793,207147,199180,206534,204238.9219,292778
2009-10-15,205308,210211,204083,208986,206663.6875,259364
2009-10-16,210211,217566,208373,216340,213935.9844,542229
2009-10-19,212663,219404,209598,219404,216965.9375,309836
2009-10-20,218791,222468,214501,219404,216965.9375,222198
2009-10-21,215727,220630,213276,220630,218178.2969,151363
2009-10-22,216340,220630,210211,212663,210299.8281,241026
2009-10-23,213276,215114,210211,211437,209087.4375,129683
2009-10-26,209598,213276,208373,212050,209693.625,190214
2009-10-27,212050,216340,210211,216340,213935.9844,171310
2009-10-28,217566,218791,210824,210824,208481.2656,162317
2009-10-29,208986,214501,208986,209598,207268.8906,258917
2009-10-30,213888,220017,210824,217566,215148.3438,320805
2009-11-02,215114,221243,214501,220630,218178.2969,229329
2009-11-03,218791,222468,215727,216340,213935.9844,159616
2009-11-04,219404,226758,217566,226146,223632.9844,276242
2009-11-05,226146,228597,223694,227371,224844.4063,251781
2009-11-06,228597,229210,224920,227984,225450.5781,130845
2009-11-09,227371,228597,223694,224920,222420.625,146462
2009-11-10,227371,232887,226146,232274,229692.9063,232262
2009-11-11,233500,233500,229210,232887,230299.0938,151419
2009-11-12,231048,232887,223694,224307,221814.4219,181738
2009-11-13,226146,227984,220630,226146,223632.9844,175836
2009-11-16,223694,232274,223081,231661,229086.7031,155334
2009-11-17,232887,232887,226146,229823,227269.1563,132987
2009-11-18,229210,233500,227984,227984,225450.5781,113449
2009-11-19,227984,234726,227984,229823,227269.1563,122345
2009-11-20,230436,235951,229210,234726,232117.6719,110558
2009-11-23,236564,240241,236564,238403,235753.7969,179693
2009-11-24,239629,241467,235339,237790,235147.6094,158224
2009-11-25,234113,236564,228597,231661,229086.7031,202216
2009-11-26,230436,234726,228597,232274,229692.9063,174394
2009-11-27,228597,230436,222468,222468,219995.875,143523
2009-11-30,225533,229823,223694,226758,224238.2031,142506
2009-12-01,226146,230436,221856,225533,223026.8125,351583
2009-12-02,226146,233500,224307,232887,230299.0938,173687
2009-12-03,231661,237177,231048,237177,234541.4063,147618
2009-12-04,237177,242693,234726,237177,234541.4063,235570
2009-12-07,241467,242693,238403,241467,238783.7656,116521
2009-12-08,239016,245757,239016,244531,241813.7031,164306
2009-12-09,243919,253724,243919,253724,250904.5469,280063
2009-12-10,250660,257402,245144,257402,254541.6719,368122
2009-12-11,253724,257402,247596,250047,247268.4219,210615
2009-12-14,250660,251273,242693,246370,243632.25,245604
2009-12-15,246370,250047,244531,246983,244238.4688,167266
2009-12-16,247596,255563,238403,242693,239996.125,450239
2009-12-17,242693,245144,237177,240241,237571.375,250156
2009-12-18,241467,242080,235339,237790,235147.6094,183912
2009-12-21,237790,240241,236564,238403,235753.7969,167141
2009-12-22,240854,240854,234113,236564,233935.2656,152519
2009-12-23,236564,244531,235339,243919,241208.5,220249
2009-12-24,245757,248209,240854,245144,242419.875,206938
2009-12-28,241467,245144,234113,234113,231511.4688,234087
2009-12-29,230436,237790,230436,237790,235147.6094,121013
2009-12-30,238403,238403,232887,235339,232723.8594,190652
2010-01-04,232887,237177,231661,236564,233935.2656,194862
2010-01-05,234726,240241,232887,236564,233935.2656,184080
2010-01-06,236564,241467,235339,235339,232723.8594,256739
2010-01-07,235951,240241,234113,235951,233329.0469,146797
2010-01-08,235951,239016,227984,227984,225450.5781,177061
2010-01-11,226758,231048,221856,224920,222420.625,300344
2010-01-12,227984,235339,226758,235339,232723.8594,281465
2010-01-13,232274,235339,225533,229210,226662.9531,172325
2010-01-14,227371,230436,223694,223694,221208.2344,257735
2010-01-15,223694,225533,219404,221856,219390.6719,247310
2010-01-18,221856,229823,221856,228597,226056.7656,190125
2010-01-19,231048,235339,224920,227371,224844.4063,196512
2010-01-20,229210,229823,221856,227984,225450.5781,176581
2010-01-21,225533,232887,224920,231661,229086.7031,188943
2010-01-22,228597,229823,223081,226146,223632.9844,212711
2010-01-25,223081,230436,222468,230436,227875.3281,155441
2010-01-26,229823,231048,225533,229210,226662.9531,201910
2010-01-27,228597,230436,224920,226758,224238.2031,142701
2010-01-28,226146,232274,221856,223081,220602.0625,197249
2010-01-29,222468,223694,208373,212050,209693.625,297562
2010-02-01,211437,211437,202857,206534,204238.9219,255800
2010-02-02,208373,211437,204695,206534,204238.9219,205317
2010-02-03,206534,208986,200405,204083,201815.1563,478650
2010-02-04,206534,213276,205921,210824,208481.2656,492151
2010-02-05,203470,208373,202857,204695,202420.375,180191
2010-02-08,205308,212050,204695,207760,205451.3125,157351
2010-02-09,204695,207760,198567,201018,198784.2188,320846
2010-02-10,204083,204083,197341,197341,195148.0938,214933
2010-02-11,199180,204695,198567,204695,202420.375,241274
2010-02-12,210824,215114,208373,212663,210299.8281,387422
2010-02-16,213888,219404,212050,216340,213935.9844,187821
2010-02-17,218791,220017,212663,216953,214542.125,206277
2010-02-18,215727,216953,211437,211437,209087.4375,156527
2010-02-19,210211,213276,207760,210824,208481.2656,140054
2010-02-22,213888,218178,213276,215727,213329.7813,162735
2010-02-23,215727,218791,215727,215727,213329.7813,65968
2010-02-24,212050,219404,212050,218178,215753.5313,77377
2010-02-25,218178,221243,216340,221243,218784.4844,158466
2010-02-26,220630,224920,217566,221856,219390.6719,123067
2010-03-02,227371,231661,224307,231048,228480.5313,216577
2010-03-03,231661,232887,223694,224307,221814.4219,184751
2010-03-04,226146,230436,224920,226758,224238.2031,87921
2010-03-05,226758,231661,226146,226758,224238.2031,140044
2010-03-08,232274,234726,229823,234726,232117.6719,253069
2010-03-09,235339,235339,230436,235339,232723.8594,114691
2010-03-10,235339,236564,228597,229210,226662.9531,140422
2010-03-11,231048,232887,228597,231661,229086.7031,143476
2010-03-12,232274,232887,224307,231661,229086.7031,142904
2010-03-15,232274,232887,224920,225533,223026.8125,84250
2010-03-16,224920,230436,223694,230436,227875.3281,115915
2010-03-17,232274,232887,230436,232274,229692.9063,84642
2010-03-18,229210,232274,224307,224307,221814.4219,185461
2010-03-19,225533,228597,224920,227984,225450.5781,69858
2010-03-22,229823,230436,224920,225533,223026.8125,222623
2010-03-23,227984,232887,227371,232887,230299.0938,238136
2010-03-24,231661,235339,230436,231048,228480.5313,71779
2010-03-25,232887,234113,229210,232887,230299.0938,130570
2010-03-26,235339,235339,229823,231661,229086.7031,127025
2010-03-29,231048,232887,229210,231048,228480.5313,56642
2010-03-30,231048,232274,219404,221856,219390.6719,506297
2010-03-31,222468,223081,219404,220630,218178.2969,245479
2010-04-01,221856,231048,220630,229823,227269.1563,278819
2010-04-02,228597,229823,224920,226758,224238.2031,103941
2010-04-05,226758,233500,226758,231661,229086.7031,162503
2010-04-06,234113,236564,231048,234113,231511.4688,160570
2010-04-07,234113,241467,233500,234113,231511.4688,272949
2010-04-08,234726,238403,234113,237790,235147.6094,136335
2010-04-09,235339,236564,229823,232887,230299.0938,203294
2010-04-12,231048,234726,230436,232887,230299.0938,98200
2010-04-13,239016,239629,235339,239629,236966.1719,238571
2010-04-14,240241,243306,237790,239629,236966.1719,164917
2010-04-15,238403,239629,234113,239016,236359.9844,143481
2010-04-16,236564,237177,227371,230436,227875.3281,376103
2010-04-19,230436,230436,223694,224920,222420.625,125722
2010-04-20,226146,226146,221856,222468,219995.875,295508
2010-04-21,224920,231661,224307,228597,226056.7656,402660
2010-04-22,229210,229210,224307,226758,224238.2031,130871
2010-04-23,229210,229210,224920,226758,224238.2031,91899
2010-04-26,227371,232274,227371,231661,229086.7031,117727
2010-04-27,231048,234726,229210,234113,231511.4688,139927
2010-04-28,229210,235951,227984,234113,231511.4688,250870
2010-04-29,234113,234113,227984,232887,230299.0938,173497
2010-04-30,233500,233500,227371,227371,224844.4063,144414
2010-05-03,226758,229823,219404,220630,218178.2969,310530
2010-05-04,221856,223081,211437,213888,211511.2188,393184
2010-05-06,210211,221856,209598,221243,218784.4844,333041
2010-05-07,213276,219404,213276,215114,212723.5938,228447
2010-05-10,215727,219404,215727,217566,215148.3438,170563
2010-05-11,219404,221243,215727,218791,216359.7188,159094
2010-05-12,221243,226146,221243,223081,220602.0625,174418
2010-05-13,223081,224920,223081,223081,220602.0625,95403
2010-05-14,223081,224307,222468,223081,220602.0625,136002
2010-05-17,221243,224307,214501,220017,217572.1094,150080
2010-05-18,218178,220630,213276,217566,215148.3438,99111
2010-05-19,219404,221243,214501,215114,212723.5938,108025
2010-05-20,213276,220630,213276,220630,218178.2969,86806
2010-05-24,218178,226146,215114,216340,213935.9844,138697
2010-05-25,215114,217566,208986,213888,211511.2188,167596
2010-05-26,213276,214501,210211,213888,211511.2188,237476
2010-05-27,210824,212050,207760,208373,206057.5156,228204
2010-05-28,212050,213276,208986,212050,209693.625,210315
2010-05-31,213276,217566,212663,213276,210906.0156,179079
2010-06-01,216953,221243,215114,219404,216965.9375,183875
2010-06-03,221243,221243,217566,221243,218784.4844,148852
2010-06-04,221243,224307,220630,224307,221814.4219,123324
2010-06-07,222468,224307,218178,219404,216965.9375,147402
2010-06-08,220630,223694,219404,223081,220602.0625,83825
2010-06-09,223694,226146,220630,226146,223632.9844,114164
2010-06-10,228597,228597,221856,221856,219390.6719,146444
2010-06-11,224307,229210,223694,229210,226662.9531,170651
2010-06-14,231661,239016,230436,236564,233935.2656,232541
2010-06-15,234726,236564,231661,233500,230905.2813,122389
2010-06-16,236564,237177,230436,232274,229692.9063,108952
2010-06-17,231661,231661,226758,226758,224238.2031,209779
2010-06-18,229210,232274,224920,226146,223632.9844,176969
2010-06-21,227984,232887,226758,231048,228480.5313,174645
2010-06-22,228597,233500,226758,232887,230299.0938,122252
2010-06-23,229823,233500,226758,229210,226662.9531,137756
2010-06-24,229210,231661,227984,228597,226056.7656,90685
2010-06-25,227984,227984,221856,223081,220602.0625,141069
2010-06-28,223081,224920,220630,223694,221208.2344,96216
2010-06-29,225533,227371,221856,221856,219390.6719,78592
2010-06-30,220630,225533,220017,224920,222420.625,105650
2010-07-01,226758,234113,224920,231048,228480.5313,255558
2010-07-02,231048,233500,228597,229823,227269.1563,102019
2010-07-05,232274,240854,231661,238403,235753.7969,334067
2010-07-06,238403,248821,236564,248821,246056.0469,372225
2010-07-07,248821,248821,236564,238403,235753.7969,437604
2010-07-08,240241,242080,233500,238403,235753.7969,189603
2010-07-09,239629,243306,235951,242693,239996.125,132031
2010-07-12,242693,246370,240241,241467,238783.7656,224421
2010-07-13,242693,244531,238403,239016,236359.9844,215840
2010-07-14,237790,241467,237177,238403,235753.7969,209095
2010-07-15,238403,239016,234113,235339,232723.8594,200354
2010-07-16,235339,243306,234726,242693,239996.125,188728
2010-07-19,242080,242693,237790,237790,235147.6094,138520
2010-07-20,237790,239629,234726,235339,232723.8594,156506
2010-07-21,236564,237790,231048,234726,232117.6719,175262
2010-07-22,232887,235951,229210,230436,227875.3281,148376
2010-07-23,233500,238403,233500,238403,235753.7969,162374
2010-07-26,240241,241467,237177,240241,237571.375,157226
2010-07-27,239016,239629,232274,232887,230299.0938,161237
2010-07-28,235339,237177,232887,232887,230299.0938,116204
2010-07-29,235339,235339,226758,229823,227269.1563,223853
2010-07-30,229823,232887,224920,225533,223026.8125,168876
2010-08-02,227371,231048,225533,226146,223632.9844,188383
2010-08-03,226758,227984,223081,224920,222420.625,189811
2010-08-04,226758,233500,226758,232887,230299.0938,296100
2010-08-05,234113,234726,232274,232887,230299.0938,190798
2010-08-06,232887,234726,230436,232274,229692.9063,134261
2010-08-09,232887,237790,232887,237790,235147.6094,142900
2010-08-10,239016,239016,232887,235339,232723.8594,108659
2010-08-11,233500,236564,232887,233500,230905.2813,61321
2010-08-12,231661,234113,231048,232274,229692.9063,133680
2010-08-13,232274,234113,230436,232887,230299.0938,66684
2010-08-16,232887,232887,225533,228597,226056.7656,164824
2010-08-17,230436,232887,228597,231661,229086.7031,95644
2010-08-18,231661,234113,229823,231048,228480.5313,139336
2010-08-19,231048,231048,225533,227371,224844.4063,261865
2010-08-20,227371,229823,225533,227984,225450.5781,379779
2010-08-23,229210,230436,227371,227984,225450.5781,158627
2010-08-24,229210,235951,223694,235951,233329.0469,333725
2010-08-25,234113,234726,231661,232274,229692.9063,90580
2010-08-26,234113,238403,233500,237790,235147.6094,154680
2010-08-27,237790,237790,232887,232887,230299.0938,72404
2010-08-30,233500,236564,232887,234113,231511.4688,63032
2010-08-31,240241,243919,236564,240854,238177.5625,273450
2010-09-01,242693,243919,234113,237790,235147.6094,200219
2010-09-02,239016,240241,231048,232887,230299.0938,207912
2010-09-03,234726,239016,234113,237790,235147.6094,140018
2010-09-06,236564,239629,234113,234726,232117.6719,120339
2010-09-07,236564,237177,232274,232887,230299.0938,70483
2010-09-08,234113,240854,232887,239629,236966.1719,173534
2010-09-09,239629,243919,235951,243919,241208.5,192048
2010-09-10,242693,248209,240854,245144,242419.875,261797
2010-09-13,245144,248209,241467,244531,241813.7031,115078
2010-09-14,243306,244531,236564,239016,236359.9844,140566
2010-09-15,239016,241467,236564,239629,236966.1719,115659
2010-09-16,239629,240241,234726,236564,233935.2656,140389
2010-09-17,238403,245144,237177,241467,238783.7656,178751
2010-09-20,242693,245144,240241,242080,239389.9531,71024
2010-09-24,243919,248209,242693,246983,244238.4688,232488
2010-09-27,247596,257402,245144,256789,253935.5156,219995
2010-09-28,254950,262304,254950,259240,256359.25,221393
2010-09-29,258014,259240,249434,249434,246662.2344,177857
2010-09-30,248209,250660,237790,240241,237571.375,309379
2010-10-01,242693,247596,241467,245757,243026.0625,252054
2010-10-04,247596,255563,245757,253724,250904.5469,188545
2010-10-05,256176,262304,253111,262304,259389.2188,231264
2010-10-06,261692,262917,258014,262917,259995.375,171499
2010-10-07,260466,262917,260466,262917,259995.375,83197
2010-10-08,262917,263530,254950,259853,256965.4375,143229
2010-10-11,263530,268433,260466,262304,259389.2188,119923
2010-10-12,263530,264756,253724,261692,258784.0156,121512
2010-10-13,262917,263530,254337,255563,252723.1094,67562
2010-10-14,255563,258627,245144,252499,249693.1719,235696
2010-10-15,254950,254950,249434,250660,247874.5625,133738
2010-10-18,251886,258627,248209,248209,245450.8125,171187
2010-10-19,251273,263530,249434,254950,252116.9375,193778
2010-10-20,257402,257402,251886,255563,252723.1094,187797
2010-10-21,256789,257402,247596,249434,246662.2344,333617
2010-10-22,252499,253111,248821,250047,247268.4219,101784
2010-10-25,249434,252499,247596,251886,249086.9688,146154
2010-10-26,250660,255563,250047,254337,251510.7344,152359
2010-10-27,256176,256176,250660,251886,249086.9688,127128
2010-10-28,250047,254950,249434,254337,251510.7344,68294
2010-10-29,255563,255563,243919,244531,241813.7031,196377
2010-11-01,243919,244531,233500,236564,233935.2656,334303
2010-11-02,237790,243919,237177,242080,239389.9531,209164
2010-11-03,245144,246983,239016,241467,238783.7656,180542
2010-11-04,241467,242693,237177,237790,235147.6094,148168
2010-11-05,240854,248821,239629,247596,244844.6406,186415
2010-11-08,245757,248209,239016,240241,237571.375,125696
2010-11-09,241467,243306,238403,239629,236966.1719,90203
2010-11-10,240241,242693,235951,238403,235753.7969,157929
2010-11-11,239629,242080,227984,227984,225450.5781,279856
2010-11-12,232887,237177,229210,231048,228480.5313,219277
2010-11-15,232887,239016,231661,236564,233935.2656,103902
2010-11-16,240241,241467,235339,238403,235753.7969,156253
2010-11-17,235339,237790,234113,234726,232117.6719,80550
2010-11-18,235339,239016,232887,233500,230905.2813,128375
2010-11-19,234113,236564,232887,236564,233935.2656,98862
2010-11-22,237790,240241,234113,235951,233329.0469,116809
2010-11-23,237177,244531,234726,243919,241208.5,210152
2010-11-24,238403,240854,235951,239016,236359.9844,146928
2010-11-25,239016,240854,235339,237177,234541.4063,108956
2010-11-26,237177,239629,230436,231048,228480.5313,101861
2010-11-29,232274,239016,231661,234113,231511.4688,138815
